order_id,customer_id,age,account_age_days,customer_segment,country,platform,device_type,payment_method,product_category,avg_order_value_usd,refund_amount_requested_usd,is_high_value_item,discount_used,order_date,return_date,days_to_return,return_reason,total_orders_lifetime,total_returns_lifetime,return_rate_pct,item_returned_opened,return_packaging_intact,photo_evidence_provided,tracking_number_valid,shipping_carrier,address_change_before_delivery,refund_to_different_account,multiple_accounts_flag,customer_support_contacts,previous_dispute_count,wishlist_to_cart_time_hrs,review_left_after_return,abuse_type,abuse_label
ORD2052605,CUST317165,35,996,Gold,US,Tablet App,Android,Debit Card,Home & Kitchen,230.66,226.17,1,0,2023-09-20,2023-10-16,26,Gift Duplicate,77,7,9.1,0,1,0,1,UPS,0,0,0,0,0,51.3,1,Legitimate,0
ORD2038248,CUST636990,61,948,Gold,IN,Mobile App,MacBook,Debit Card,Clothing,63.35,61.49,0,1,2023-04-16,2023-04-20,4,Defective/Broken,24,19,79.2,1,1,0,1,DHL,0,0,0,4,2,55.9,0,Policy Abuser,1
ORD2018071,CUST332246,64,256,Gold,FR,Mobile App,MacBook,Buy Now Pay Later,Clothing,260.91,260.65,1,0,2023-09-07,2023-10-10,33,Too Small,56,15,26.8,1,1,0,1,FedEx,0,0,0,4,0,1.8,0,Wardrobing,3
ORD2044341,CUST398308,47,446,Gold,US,Mobile App,iPhone,Credit Card,Electronics,223.46,190.82,1,1,2023-05-19,2023-06-09,21,Not As Described,25,1,4.0,0,1,1,1,FedEx,0,0,0,1,0,15.9,1,Legitimate,0
ORD2023813,CUST497059,18,848,Gold,AU,Mobile App,Android,Debit Card,Beauty,184.97,170.67,0,1,2022-09-30,2022-10-11,11,Accidental Order,109,65,59.6,1,1,0,1,USPS,0,0,1,3,2,8.9,0,Policy Abuser,1
ORD2059791,CUST408305,44,1803,Bronze,US,Web Browser,Windows PC,Buy Now Pay Later,Beauty,100.64,90.95,0,0,2023-04-09,2023-04-17,8,Wrong Item Sent,26,1,3.8,0,0,1,1,OnTrac,0,0,0,1,0,2.5,0,Legitimate,0
ORD2024271,CUST566723,46,1446,Gold,FR,Tablet App,iPad,Credit Card,Furniture,293.27,274.76,1,0,2023-04-13,2023-04-27,14,Wrong Item Sent,64,4,6.2,0,1,1,1,UPS,0,0,0,1,0,31.5,1,Legitimate,0
ORD2034903,CUST578161,58,701,Silver,US,Web Browser,iPad,Debit Card,Home & Kitchen,135.84,123.11,0,0,2023-11-03,2023-11-19,16,Found Better Price,43,35,81.4,1,0,1,1,DHL,0,0,0,1,3,67.6,0,Policy Abuser,1
ORD2027189,CUST390926,35,1001,Bronze,US,Mobile App,Windows PC,Credit Card,Shoes,265.92,249.53,1,1,2022-07-10,2022-08-04,25,Defective/Broken,31,1,3.2,0,0,1,1,USPS,0,0,0,1,0,28.1,0,Legitimate,0
ORD2009107,CUST645065,41,1829,New,US,Tablet App,Windows PC,Crypto,Tools,138.56,126.03,0,0,2022-07-02,2022-07-10,8,Defective/Broken,24,2,8.3,1,0,0,1,DHL,0,0,0,0,1,49.2,1,Legitimate,0
ORD2023299,CUST387322,66,1386,Platinum,GB,Mobile App,Windows PC,Debit Card,Electronics,142.46,114.65,0,0,2023-01-06,2023-01-17,11,Wrong Item Sent,10,1,10.0,0,1,1,1,OnTrac,0,0,0,0,0,18.0,0,Legitimate,0
ORD2035525,CUST675407,34,688,Platinum,US,Tablet App,iPad,Debit Card,Furniture,78.0,70.81,0,0,2023-07-05,2023-07-19,14,Not As Described,63,37,58.7,0,0,0,1,USPS,0,0,0,1,2,44.9,0,Policy Abuser,1
ORD2000500,CUST466574,33,1361,Platinum,BR,Mobile App,iPhone,Credit Card,Sports,101.33,87.56,0,0,2022-05-17,2022-05-25,8,Quality Issue,58,2,3.4,0,0,0,1,USPS,0,0,0,0,0,13.3,0,Legitimate,0
ORD2037884,CUST835478,45,1448,Bronze,CA,Mobile App,iPad,Debit Card,Clothing,225.04,215.94,1,0,2022-07-29,2022-08-01,3,Defective/Broken,29,2,6.9,0,1,0,1,OnTrac,0,0,0,0,1,10.6,0,Legitimate,0
ORD2038481,CUST108067,37,671,Silver,CA,Web Browser,Windows PC,PayPal,Beauty,203.88,193.02,1,0,2022-11-01,2022-11-09,8,Defective/Broken,42,0,0.0,0,1,1,1,OnTrac,0,0,0,0,1,48.0,0,Legitimate,0
ORD2035222,CUST971249,54,690,Bronze,US,Mobile App,iPad,Debit Card,Shoes,276.23,234.0,1,1,2023-05-27,2023-06-07,11,Wrong Item Sent,39,1,2.6,0,1,1,1,FedEx,0,0,0,1,0,23.8,0,Legitimate,0
ORD2054216,CUST568294,41,1851,Platinum,AU,Mobile App,MacBook,Credit Card,Home & Kitchen,141.95,138.34,0,0,2023-10-05,2023-10-16,11,Changed Mind,87,57,65.5,1,0,0,1,OnTrac,0,0,0,6,1,26.0,0,Policy Abuser,1
ORD2035413,CUST229080,67,1270,Silver,US,Mobile App,Windows PC,PayPal,Shoes,55.97,50.48,0,0,2023-11-23,2023-11-25,2,Changed Mind,79,1,1.3,0,1,1,1,UPS,0,0,0,1,0,21.0,0,Legitimate,0
ORD2023742,CUST494839,22,23,Gold,GB,Mobile App,iPad,Buy Now Pay Later,Electronics,292.18,244.55,1,0,2022-07-11,2022-08-01,21,Too Small,53,3,5.7,1,1,0,1,FedEx,0,0,0,1,1,66.4,1,Legitimate,0
ORD2003903,CUST191195,65,1309,Silver,CA,Mobile App,iPhone,Credit Card,Tools,114.7,103.37,0,0,2023-04-22,2023-05-20,28,Quality Issue,57,31,54.4,1,1,0,1,USPS,0,0,1,2,5,21.7,0,Policy Abuser,1
ORD2002384,CUST227861,66,1156,Bronze,US,Web Browser,MacBook,PayPal,Beauty,170.61,164.67,0,1,2022-03-09,2022-03-19,10,Wrong Item Sent,15,0,0.0,0,1,0,1,FedEx,0,0,0,0,0,56.4,0,Legitimate,0
ORD2023517,CUST114374,57,1197,Platinum,US,Tablet App,MacBook,Debit Card,Books,90.14,87.06,0,0,2022-11-16,2022-11-24,8,Changed Mind,37,4,10.8,1,1,0,1,FedEx,0,0,0,1,0,1.7,0,Legitimate,0
ORD2006126,CUST278037,55,1729,Silver,GB,Web Browser,Windows PC,Credit Card,Home & Kitchen,272.95,270.97,1,0,2022-02-09,2022-02-14,5,Changed Mind,33,19,57.6,1,0,0,1,OnTrac,0,1,0,5,2,3.4,0,Fraudulent Return,2
ORD2012503,CUST898365,31,809,Bronze,US,Tablet App,Windows PC,PayPal,Shoes,228.47,189.42,1,0,2023-09-12,2023-09-26,14,Too Small,36,0,0.0,0,1,0,1,UPS,0,0,0,0,1,37.8,0,Legitimate,0
ORD2058168,CUST483251,27,300,Silver,US,Web Browser,MacBook,Debit Card,Electronics,108.49,92.87,0,0,2022-06-26,2022-07-17,21,Wrong Item Sent,32,1,3.1,1,1,1,1,UPS,0,0,0,0,1,11.4,0,Legitimate,0
ORD2003345,CUST583602,57,1494,Gold,US,Web Browser,iPad,Debit Card,Clothing,166.14,141.44,0,1,2022-03-03,2022-03-04,1,Not As Described,25,3,12.0,0,1,1,1,DHL,0,0,0,0,1,24.9,0,Legitimate,0
ORD2045021,CUST748450,47,744,Silver,DE,Tablet App,Android,Debit Card,Shoes,81.68,69.03,0,0,2023-03-08,2023-03-28,20,Too Small,6,0,0.0,0,1,1,1,OnTrac,0,0,0,0,0,32.8,1,Legitimate,0
ORD2059230,CUST961675,53,460,New,US,Tablet App,Android,Credit Card,Shoes,61.78,50.5,0,0,2023-03-10,2023-03-22,12,Item Not Received,4,0,0.0,0,0,0,1,FedEx,0,0,0,0,0,26.8,0,Legitimate,0
ORD2005125,CUST427446,66,1623,New,CA,Tablet App,Windows PC,Credit Card,Shoes,74.23,61.1,0,0,2022-04-23,2022-05-10,17,Quality Issue,56,1,1.8,0,1,0,1,USPS,1,0,0,1,0,20.1,0,Legitimate,0
ORD2039072,CUST292072,31,1795,Gold,BR,Tablet App,MacBook,PayPal,Toys,473.08,465.94,1,1,2023-03-27,2023-03-31,4,Accidental Order,28,12,42.9,1,0,1,0,DHL,0,0,1,6,0,3.0,0,Fraudulent Return,2
ORD2043041,CUST330777,51,1853,Gold,GB,Web Browser,MacBook,Credit Card,Shoes,28.94,25.13,0,0,2023-06-04,2023-06-11,7,Found Better Price,63,6,9.5,0,1,0,1,FedEx,0,0,0,1,0,46.8,0,Legitimate,0
ORD2003371,CUST913876,56,828,Gold,IN,Web Browser,iPad,Buy Now Pay Later,Shoes,187.06,174.76,0,0,2022-04-16,2022-05-01,15,Changed Mind,10,0,0.0,0,1,1,1,USPS,0,0,0,0,1,28.1,1,Legitimate,0
ORD2002496,CUST843626,63,1474,Bronze,US,Tablet App,Windows PC,Credit Card,Jewelry,155.48,145.57,0,0,2022-11-26,2022-12-15,19,Too Large,56,42,75.0,1,1,0,1,USPS,0,0,1,3,4,71.2,0,Policy Abuser,1
ORD2051120,CUST987962,34,1595,Silver,US,Mobile App,iPad,Gift Card,Beauty,97.62,96.68,0,1,2023-07-09,2023-09-01,54,Too Large,19,6,31.6,1,1,0,1,DHL,0,0,0,2,4,1.0,0,Wardrobing,3
ORD2022068,CUST631595,55,1610,Silver,US,Web Browser,iPad,PayPal,Clothing,153.27,154.91,0,1,2023-03-21,2023-03-24,3,Item Not Received,29,14,48.3,1,1,0,1,UPS,0,0,0,4,2,3.5,0,Fraudulent Return,2
ORD2006425,CUST756426,21,1652,Gold,FR,Mobile App,iPad,Credit Card,Grocery,123.05,111.87,0,1,2022-01-25,2022-02-22,28,Changed Mind,56,35,62.5,1,1,0,1,OnTrac,0,0,0,5,5,59.9,0,Policy Abuser,1
ORD2036078,CUST246453,55,2438,Platinum,US,Mobile App,Windows PC,Debit Card,Clothing,101.64,94.91,0,1,2023-06-11,2023-06-27,16,Defective/Broken,25,2,8.0,1,1,0,1,UPS,0,0,0,0,0,20.8,0,Legitimate,0
ORD2008876,CUST110180,46,1512,New,BR,Mobile App,Windows PC,Buy Now Pay Later,Clothing,285.74,240.79,1,1,2022-07-11,2022-07-12,1,Too Large,78,11,14.1,0,1,0,1,FedEx,0,0,0,1,1,58.1,0,Legitimate,0
ORD2006825,CUST250547,27,400,Platinum,US,Web Browser,iPad,PayPal,Electronics,140.53,136.6,0,0,2023-02-20,2023-03-13,21,Found Better Price,22,3,13.6,0,1,0,1,DHL,0,0,0,1,1,43.5,0,Legitimate,0
ORD2024627,CUST807784,59,383,Gold,US,Mobile App,MacBook,Debit Card,Clothing,473.37,467.67,1,0,2022-03-16,2022-03-21,5,Item Not Received,25,10,40.0,1,1,1,0,FedEx,0,0,0,2,3,0.6,0,Fraudulent Return,2
ORD2055642,CUST763168,59,319,Silver,CA,Tablet App,Android,Debit Card,Tools,18.04,17.24,0,0,2022-02-24,2022-02-28,4,Not As Described,35,1,2.9,1,1,0,1,OnTrac,1,0,0,1,0,62.9,1,Legitimate,0
ORD2006476,CUST814594,45,2002,Gold,DE,Web Browser,iPhone,Credit Card,Beauty,190.03,189.78,0,0,2023-08-06,2023-08-08,2,Found Better Price,11,7,63.6,0,1,1,0,USPS,0,1,0,2,1,1.6,0,Fraudulent Return,2
ORD2042430,CUST764831,22,278,Silver,US,Web Browser,iPhone,Debit Card,Clothing,95.89,94.96,0,0,2023-07-05,2023-08-01,27,Found Better Price,71,2,2.8,0,1,0,1,USPS,0,0,0,0,0,33.8,1,Legitimate,0
ORD2027955,CUST370327,18,616,Silver,US,Mobile App,Windows PC,Debit Card,Electronics,290.28,274.08,1,0,2022-01-31,2022-02-01,1,Defective/Broken,35,1,2.9,1,1,0,1,UPS,0,0,0,0,0,50.6,1,Legitimate,0
ORD2053082,CUST749995,55,2203,Silver,US,Web Browser,MacBook,Buy Now Pay Later,Grocery,237.43,201.64,1,0,2023-10-09,2023-10-11,2,Too Small,44,2,4.5,0,1,0,1,OnTrac,0,0,0,1,0,32.8,1,Legitimate,0
ORD2036145,CUST806889,24,1912,Silver,US,Tablet App,Windows PC,Credit Card,Beauty,276.36,271.62,1,0,2022-07-29,2022-08-21,23,Gift Duplicate,2,0,0.0,0,1,1,1,UPS,0,0,0,0,0,20.1,1,Legitimate,0
ORD2008585,CUST728095,35,512,Silver,US,Web Browser,Android,Buy Now Pay Later,Beauty,78.41,76.5,0,1,2023-04-06,2023-05-19,43,Too Large,54,20,37.0,1,1,0,1,OnTrac,0,0,0,1,5,2.2,0,Wardrobing,3
ORD2055861,CUST256172,54,468,New,IN,Mobile App,iPhone,PayPal,Clothing,32.84,32.11,0,1,2023-10-13,2023-11-01,19,Too Small,23,2,8.7,0,1,0,1,UPS,0,0,0,1,0,51.7,0,Legitimate,0
ORD2044874,CUST661683,45,1982,Platinum,BR,Mobile App,Windows PC,Debit Card,Shoes,199.4,191.79,0,0,2022-12-24,2023-01-15,22,Quality Issue,108,45,41.7,1,0,0,1,OnTrac,0,0,0,5,1,66.4,0,Policy Abuser,1
ORD2012910,CUST747270,56,691,Silver,CA,Mobile App,MacBook,PayPal,Furniture,208.62,217.99,1,0,2023-05-21,2023-05-22,1,Item Not Received,9,5,55.6,0,1,1,0,DHL,0,1,1,6,4,4.6,0,Fraudulent Return,2
ORD2020207,CUST807267,69,978,Gold,GB,Mobile App,iPad,Crypto,Shoes,405.31,392.19,1,1,2023-11-08,2023-12-22,44,Accidental Order,33,18,54.5,1,1,0,1,USPS,0,0,0,4,0,2.1,0,Wardrobing,3
ORD2025295,CUST447732,51,1915,Bronze,AU,Web Browser,MacBook,Gift Card,Shoes,137.09,118.17,0,1,2023-03-11,2023-03-21,10,Defective/Broken,37,1,2.7,1,0,1,1,FedEx,0,0,0,1,0,71.1,0,Legitimate,0
ORD2038402,CUST825565,65,1717,Bronze,US,Mobile App,MacBook,PayPal,Electronics,256.77,220.23,1,0,2022-09-17,2022-10-11,24,Not As Described,20,2,10.0,1,1,0,1,FedEx,0,0,0,0,0,22.6,1,Legitimate,0
ORD2037941,CUST411578,55,2466,Gold,AU,Tablet App,Windows PC,Gift Card,Shoes,383.31,357.31,1,1,2023-05-11,2023-06-10,30,Not As Described,19,9,47.4,1,0,0,1,USPS,0,0,0,2,1,3.9,0,Wardrobing,3
ORD2013947,CUST122601,66,21,Bronze,US,Mobile App,iPhone,Debit Card,Shoes,65.24,59.06,0,0,2023-01-12,2023-01-29,17,Not As Described,108,47,43.5,0,0,0,1,OnTrac,0,0,0,2,1,4.7,0,Policy Abuser,1
ORD2031606,CUST221870,67,1820,Silver,US,Tablet App,iPad,Buy Now Pay Later,Beauty,87.39,85.13,0,0,2023-03-13,2023-04-21,39,Changed Mind,47,21,44.7,1,1,0,1,FedEx,0,0,0,6,3,3.7,0,Wardrobing,3
ORD2059990,CUST424084,37,1226,Gold,AU,Tablet App,Android,Debit Card,Electronics,192.72,191.95,0,0,2022-08-04,2022-08-11,7,Not As Described,93,44,47.3,1,0,1,1,DHL,0,0,0,3,5,13.1,0,Policy Abuser,1
ORD2006371,CUST937307,49,1852,New,CA,Tablet App,Windows PC,Gift Card,Shoes,123.15,99.73,0,0,2023-08-10,2023-08-26,16,Too Large,65,3,4.6,0,1,1,1,FedEx,0,0,0,0,1,16.5,0,Legitimate,0
ORD2012543,CUST558346,28,730,Gold,US,Web Browser,iPad,Debit Card,Home & Kitchen,149.02,148.43,0,0,2023-11-23,2023-12-18,25,Wrong Item Sent,37,3,8.1,1,1,1,1,DHL,0,0,0,0,0,59.7,1,Legitimate,0
ORD2005893,CUST998374,41,171,New,US,Web Browser,Android,Buy Now Pay Later,Shoes,90.64,83.31,0,0,2023-03-11,2023-03-21,10,Changed Mind,19,9,47.4,1,0,0,1,USPS,0,0,0,2,0,32.6,0,Policy Abuser,1
ORD2016909,CUST618863,31,997,Gold,AU,Tablet App,Android,Credit Card,Electronics,141.35,131.08,0,0,2022-08-12,2022-08-22,10,Defective/Broken,3,0,0.0,0,1,0,1,OnTrac,0,0,0,0,1,36.0,0,Legitimate,0
ORD2050076,CUST225064,40,1189,Bronze,US,Tablet App,Android,Debit Card,Furniture,164.07,162.37,0,1,2022-09-03,2022-09-15,12,Found Better Price,70,44,62.9,1,0,0,1,USPS,0,0,1,5,2,29.6,0,Policy Abuser,1
ORD2043321,CUST856831,58,88,New,US,Mobile App,MacBook,PayPal,Sports,264.74,233.84,1,0,2023-11-07,2023-11-23,16,Too Small,61,8,13.1,0,1,0,1,USPS,1,0,0,1,1,38.2,0,Legitimate,0
ORD2048485,CUST519351,56,2207,Bronze,BR,Web Browser,Windows PC,Gift Card,Electronics,249.21,229.19,1,0,2023-05-19,2023-05-23,4,Too Small,7,0,0.0,0,1,1,1,UPS,0,0,0,0,0,23.1,0,Legitimate,0
ORD2011062,CUST831519,29,1646,Gold,BR,Web Browser,iPad,Buy Now Pay Later,Home & Kitchen,575.5,589.9,1,1,2023-05-16,2023-05-17,1,Quality Issue,4,1,25.0,1,0,1,0,OnTrac,0,1,1,1,4,4.0,0,Fraudulent Return,2
ORD2052741,CUST541193,37,1472,Gold,IN,Tablet App,Windows PC,Debit Card,Clothing,265.46,241.77,1,0,2022-01-15,2022-01-25,10,Arrived Late,11,1,9.1,0,1,0,1,FedEx,0,0,0,1,1,4.4,1,Legitimate,0
ORD2002954,CUST509181,45,588,Silver,BR,Mobile App,Windows PC,Debit Card,Home & Kitchen,220.77,208.16,1,1,2023-03-02,2023-03-20,18,Defective/Broken,26,1,3.8,0,0,1,1,FedEx,0,0,0,0,1,36.8,0,Legitimate,0
ORD2049876,CUST254248,29,1798,Bronze,US,Mobile App,MacBook,Buy Now Pay Later,Clothing,38.77,31.59,0,0,2023-07-28,2023-08-17,20,Not As Described,69,0,0.0,0,1,1,1,USPS,0,0,0,1,1,14.1,0,Legitimate,0
ORD2027874,CUST173400,43,2192,Silver,AU,Web Browser,iPad,Gift Card,Beauty,228.61,206.04,1,0,2023-01-19,2023-02-21,33,Too Small,31,14,45.2,1,1,0,1,DHL,0,0,0,3,5,2.0,0,Wardrobing,3
ORD2051269,CUST200061,55,711,Silver,AU,Mobile App,iPad,Credit Card,Shoes,237.39,200.26,1,0,2023-02-25,2023-03-02,5,Not As Described,24,1,4.2,0,0,0,1,FedEx,0,0,0,1,1,4.1,0,Legitimate,0
ORD2009225,CUST638836,57,79,Gold,DE,Web Browser,MacBook,Credit Card,Clothing,111.29,105.04,0,0,2023-06-28,2023-07-10,12,Found Better Price,16,9,56.2,1,1,0,1,OnTrac,0,0,0,1,5,12.8,0,Policy Abuser,1
ORD2059889,CUST221216,59,679,Bronze,AU,Web Browser,MacBook,PayPal,Shoes,271.36,227.08,1,0,2022-01-09,2022-01-15,6,Too Small,79,11,13.9,1,1,1,1,OnTrac,0,0,0,1,0,1.1,0,Legitimate,0
ORD2038670,CUST277043,55,587,Gold,AU,Web Browser,MacBook,Credit Card,Sports,95.67,77.69,0,1,2023-02-12,2023-03-05,21,Changed Mind,76,1,1.3,0,1,0,1,FedEx,0,0,0,0,1,66.0,0,Legitimate,0
ORD2005861,CUST426103,61,1032,Gold,US,Tablet App,iPhone,Credit Card,Books,33.37,28.32,0,0,2023-07-18,2023-07-21,3,Quality Issue,62,6,9.7,1,1,1,1,DHL,0,0,0,0,0,15.3,0,Legitimate,0
ORD2048845,CUST422823,34,2364,Bronze,US,Mobile App,MacBook,Debit Card,Sports,101.56,99.71,0,0,2023-07-30,2023-08-29,30,Too Small,7,0,0.0,0,1,1,1,FedEx,0,0,0,0,1,12.4,1,Legitimate,0
ORD2040839,CUST260271,51,426,Gold,AU,Tablet App,iPad,PayPal,Clothing,111.36,109.11,0,0,2022-10-11,2022-10-18,7,Arrived Late,45,6,13.3,1,1,1,1,UPS,0,0,0,0,0,71.5,0,Legitimate,0
ORD2039789,CUST372224,64,1950,Gold,US,Web Browser,iPhone,PayPal,Jewelry,183.99,149.68,0,0,2022-05-09,2022-06-01,23,Too Large,50,3,6.0,1,1,0,1,UPS,0,0,0,0,0,4.8,0,Legitimate,0
ORD2021682,CUST461184,37,2050,New,US,Tablet App,Android,Gift Card,Clothing,165.78,157.54,0,0,2022-04-26,2022-05-15,19,Too Small,44,2,4.5,0,1,0,1,USPS,0,0,0,0,0,51.8,1,Legitimate,0
ORD2013289,CUST184916,45,1908,Bronze,DE,Mobile App,iPad,Credit Card,Clothing,153.95,144.62,0,0,2022-09-12,2022-10-11,29,Defective/Broken,75,7,9.3,0,1,1,1,USPS,0,0,0,1,1,5.9,0,Legitimate,0
ORD2023869,CUST287614,64,230,New,US,Tablet App,iPhone,PayPal,Books,638.08,614.21,1,0,2022-01-31,2022-02-01,1,Arrived Late,8,4,50.0,0,1,0,0,USPS,1,1,0,1,1,2.9,0,Fraudulent Return,2
ORD2009596,CUST345132,70,588,New,DE,Web Browser,MacBook,Buy Now Pay Later,Home & Kitchen,334.87,313.15,1,1,2022-10-01,2022-11-04,34,Changed Mind,43,15,34.9,1,1,0,1,DHL,0,0,0,6,0,4.7,0,Wardrobing,3
ORD2040638,CUST496365,23,132,New,CA,Mobile App,Windows PC,Buy Now Pay Later,Shoes,575.33,600.97,1,1,2022-08-07,2022-08-12,5,Gift Duplicate,8,3,37.5,1,0,1,0,DHL,0,1,0,4,4,4.8,0,Fraudulent Return,2
ORD2035649,CUST676937,54,1897,New,DE,Mobile App,Android,Credit Card,Shoes,83.28,77.97,0,0,2022-12-25,2023-02-13,50,Too Small,46,19,41.3,1,1,1,1,OnTrac,0,0,0,1,0,3.1,0,Wardrobing,3
ORD2006556,CUST494789,26,572,Silver,FR,Mobile App,iPhone,Credit Card,Home & Kitchen,199.16,190.55,0,0,2022-02-10,2022-02-16,6,Changed Mind,19,1,5.3,0,1,0,1,FedEx,0,0,0,1,1,67.6,0,Legitimate,0
ORD2041825,CUST920719,30,1151,Silver,US,Mobile App,iPad,Credit Card,Books,169.9,156.11,0,0,2023-10-16,2023-11-12,27,Defective/Broken,78,9,11.5,1,0,0,1,DHL,0,0,0,0,1,56.2,0,Legitimate,0
ORD2040000,CUST701118,20,407,Bronze,US,Mobile App,iPhone,Debit Card,Electronics,167.94,150.17,0,0,2023-12-02,2023-12-17,15,Changed Mind,25,3,12.0,0,0,0,1,DHL,0,0,0,1,0,1.9,1,Legitimate,0
ORD2041804,CUST528132,59,963,Bronze,AU,Web Browser,iPad,Debit Card,Clothing,114.8,93.24,0,0,2022-05-02,2022-05-19,17,Changed Mind,12,1,8.3,0,1,1,1,OnTrac,0,0,0,0,1,29.1,0,Legitimate,0
ORD2040360,CUST708152,31,1319,Silver,US,Mobile App,Android,Buy Now Pay Later,Beauty,472.8,472.84,1,1,2023-10-10,2023-10-13,3,Defective/Broken,47,26,55.3,1,1,0,1,DHL,1,0,0,6,2,4.3,0,Fraudulent Return,2
ORD2048068,CUST108620,70,2083,Gold,CA,Web Browser,Android,Crypto,Home & Kitchen,46.15,43.68,0,0,2022-06-19,2022-07-11,22,Too Small,112,50,44.6,1,0,1,1,OnTrac,0,0,0,3,2,26.7,0,Policy Abuser,1
ORD2020513,CUST286570,50,585,Silver,FR,Web Browser,iPad,PayPal,Books,175.25,162.41,0,0,2022-09-29,2022-09-30,1,Changed Mind,109,44,40.4,0,1,0,1,UPS,0,0,1,2,5,46.9,0,Policy Abuser,1
ORD2043718,CUST738120,32,1587,Bronze,BR,Web Browser,iPhone,Debit Card,Clothing,169.76,158.51,0,0,2023-07-13,2023-07-19,6,Changed Mind,22,1,4.5,1,1,0,1,USPS,0,0,0,0,0,2.1,0,Legitimate,0
ORD2040503,CUST607294,62,407,New,BR,Tablet App,Windows PC,Buy Now Pay Later,Furniture,259.96,231.42,1,0,2022-02-11,2022-03-08,25,Wrong Item Sent,74,2,2.7,0,1,0,1,DHL,1,0,0,0,1,11.8,0,Legitimate,0
ORD2058350,CUST892530,67,245,New,DE,Mobile App,MacBook,Credit Card,Sports,122.76,118.01,0,1,2022-08-27,2022-09-11,15,Found Better Price,73,52,71.2,1,1,1,1,OnTrac,0,0,0,3,2,66.9,0,Policy Abuser,1
ORD2049334,CUST986339,36,1510,Gold,US,Mobile App,MacBook,PayPal,Furniture,221.4,195.13,1,1,2022-03-06,2022-03-26,20,Too Large,52,3,5.8,0,1,0,1,FedEx,0,0,0,0,1,68.5,1,Legitimate,0
ORD2015290,CUST680045,64,896,New,US,Tablet App,MacBook,PayPal,Sports,63.36,50.91,0,0,2023-04-05,2023-04-25,20,Quality Issue,29,3,10.3,0,1,0,1,USPS,0,0,0,1,1,66.9,0,Legitimate,0
ORD2016879,CUST619381,45,653,New,US,Tablet App,iPad,Debit Card,Electronics,132.89,107.43,0,0,2022-02-06,2022-03-08,30,Not As Described,76,5,6.6,0,0,0,1,OnTrac,0,0,0,1,1,54.2,1,Legitimate,0
ORD2048133,CUST265273,41,2080,Silver,US,Web Browser,Android,Buy Now Pay Later,Tools,141.39,131.92,0,0,2023-09-12,2023-09-15,3,Not As Described,31,4,12.9,0,1,1,1,FedEx,0,0,0,0,1,38.5,1,Legitimate,0
ORD2038716,CUST347777,29,11,New,DE,Tablet App,iPad,Gift Card,Shoes,271.37,270.02,1,1,2022-10-27,2022-11-14,18,Too Small,23,1,4.3,1,1,0,1,UPS,0,0,0,1,0,68.7,0,Legitimate,0
ORD2011146,CUST817300,49,1877,Bronze,US,Tablet App,Android,Credit Card,Clothing,70.5,68.45,0,0,2022-05-08,2022-05-25,17,Wrong Item Sent,32,0,0.0,0,0,1,1,UPS,0,0,0,1,1,46.7,1,Legitimate,0
ORD2009252,CUST689315,48,610,Silver,FR,Mobile App,MacBook,PayPal,Shoes,51.58,48.79,0,1,2022-08-31,2022-09-04,4,Found Better Price,73,55,75.3,1,0,0,1,UPS,0,0,0,1,2,68.7,0,Policy Abuser,1
ORD2012975,CUST631120,40,701,Silver,US,Tablet App,iPhone,Buy Now Pay Later,Furniture,109.35,87.61,0,0,2022-12-28,2022-12-31,3,Defective/Broken,16,0,0.0,0,1,1,1,USPS,0,0,0,0,0,44.5,0,Legitimate,0
ORD2036597,CUST418923,52,1498,Silver,BR,Web Browser,Android,Credit Card,Home & Kitchen,237.08,244.23,1,0,2023-11-08,2023-11-11,3,Accidental Order,20,8,40.0,1,0,1,1,USPS,0,0,1,3,1,4.3,0,Fraudulent Return,2
ORD2005325,CUST465891,31,1741,Gold,US,Web Browser,iPhone,Debit Card,Tools,483.47,472.02,1,1,2023-04-24,2023-04-29,5,Defective/Broken,30,15,50.0,1,1,1,0,OnTrac,1,1,1,4,3,4.1,0,Fraudulent Return,2
ORD2038347,CUST887391,33,2252,Gold,FR,Mobile App,iPad,PayPal,Sports,19.84,17.15,0,0,2023-10-21,2023-11-04,14,Not As Described,23,2,8.7,1,1,1,1,USPS,0,0,0,0,0,0.9,1,Legitimate,0
ORD2037991,CUST193957,25,563,Gold,US,Tablet App,Windows PC,PayPal,Beauty,83.63,74.73,0,0,2023-04-17,2023-04-18,1,Not As Described,76,6,7.9,1,1,0,1,UPS,0,0,0,0,0,12.1,1,Legitimate,0
ORD2018884,CUST363924,52,349,Platinum,FR,Tablet App,iPhone,PayPal,Clothing,218.54,210.12,1,0,2022-04-17,2022-04-20,3,Item Not Received,8,2,25.0,1,1,0,0,USPS,0,0,0,6,4,4.3,0,Fraudulent Return,2
ORD2004401,CUST102902,21,2172,Bronze,US,Mobile App,Android,Credit Card,Toys,38.81,35.73,0,1,2022-05-02,2022-05-15,13,Wrong Item Sent,68,0,0.0,1,1,0,1,UPS,0,0,0,1,0,46.6,0,Legitimate,0
ORD2028349,CUST599566,64,1661,New,FR,Mobile App,Android,Credit Card,Clothing,298.99,289.08,1,1,2022-02-15,2022-03-06,19,Item Not Received,47,4,8.5,1,1,1,1,USPS,0,0,0,0,0,14.6,1,Legitimate,0
